
#No	Formula	CAS	SMILES	Tfus	Tvap	Tc	CID	Remark
142	C4H10O2	534-15-6	COC(OC)C	None	337	506	kcFRSXBUDJ	CHON
143	C5H10O	563-80-4	CC(=O)C(C)C	180	367	553	kc04M24V2N	CHON
144	C5H10O	764-38-5	C/C=C\CCO	None	414	593	kcYOIIU1VQ	CHON
145	C5H10O	764-37-4	C/C=C/CCO	None	410	583	kcRYJ754CV	CHON
146	C4H8O2	625-55-8	O=COC(C)C	None	342	535	kcEYAP5VWV	CHON
147	C4H10O2	107-98-2	COCC(O)C	None	393	580	kc7JW1MGZK	CHON
148	C4H10O2	1589-49-7	COCCCO	None	394	595	kc8SCQHXFQ	CHON
149	C4H8O2	513-86-0	CC(=O)C(O)C	None	423	647	kcR3RK65EE	CHON
150	C4H6O2	96-33-3	COC(=O)C=C	198	353	536	kcOZZ51WQG	CHON
151	C4H10O2	1589-47-5	CC(OC)CO	None	408	576	kc94SATWOS	CHON
152	C5H8O	3102-33-8	C/C=C/C(=O)C	None	386	574	kcR7DO94PH	CHON
153	C5H8O	3102-32-7	C/C=C\C(=O)C	None	386	582	kc51D4QB61	CHON
154	C5H10O	1730-97-8	C[C@H](C=O)CC	None	364	549	kcYEN8Y2MI	CHON
155	C5H8O	922-63-4	CCC(=C)C=O	None	367	548	kcNXLEX3KU	CHON
156	C5H13N	7713-69-1	CCC(NC)C	None	352	523	kcDAU6AA22	CHON
157	C5H13N	598-74-3	CC(C(C)C)N	None	354	531	kc355OB2WW	CHON
158	C5H13N	594-39-8	CCC(N)(C)C	168	350	537	kcY7STGV06	CHON
159	C3H6O3	96-35-5	COC(=O)CO	None	423	622	kcR2MC7ODE	CHON
160	C4H8O2	5878-19-3	COCC(=O)C	None	383	563	kcGW6P4ZEI	CHON
161	C5H13N	96-15-1	CCC(CN)C	None	369	551	kc7IOOUQAA	CHON
162	C5H13N	107-85-7	NCCC(C)C	None	369	548	kc8P79EJT5	CHON
163	C5H13N	20193-20-8	CCNCCC	None	358	534	kcE75OA6L6	CHON
164	C5H13N	19961-27-4	CCNC(C)C	None	343	524	kcWUJ1I0DJ	CHON
165	C5H10O	556-82-1	OCC=C(C)C	None	417	599	kc0NVXSCJU	CHON
166	C5H10O	115-18-4	C=CC(O)(C)C	232	372	549	kc9F67AQIG	CHON
167	C3H6O3	367-47-5	OC(C=O)CO	None	440	615	kcLXF6TGKK	diol_amide
168	C5H13N	110-68-9	CCCCNC	198	364	547	kcH69UV071	CHON
169	C5H10O	763-32-6	CC(=C)CCO	None	405	588	kcVLLGUPSH	CHON
170	C4H8O2	79-31-2	CC(C(=O)O)C	227	428	605	kcQVV04V8O	CHON
171	C4H8O2	25714-71-0	OCCCC=O	None	446	618	kcI1LZPUN6	CHON
172	C4H10O2	19132-06-0	C[C@@H]([C@@H](O)C)O	None	442	619	kcSW81I8XY	diol_amide
173	C4H10O2	5341-95-7	C[C@H]([C@@H](O)C)O	307	455	638	kcQ8YONUYE	diol_amide
174	C5H8O	814-78-8	CC(=O)C(=C)C	220	371	560	kcRB6CRVN1	CHON
175	C4H6O2	1838-59-1	C=CCOC=O	None	354	539	kc6UVLK49N	CHON
176	C5H10O	765-42-4	CC(C1CC1)O	241	396	574	kcQ17JH9GY	CHON
177	C5H12O	75-84-3	OCC(C)(C)C	328	386	560	kcXGG9HDT5	CHON
178	C4H11NO	37143-54-7	COCC(N)C	None	367	547	kcWCQZHMYQ	CHON
179	C5H12O	1565-80-6	CC[C@@H](CO)C	None	404	573	kcW2BWGMLE	CHON
180	C4H11NO	5332-73-0	COCCCN	197	386	594	kc6OGD0ZZ7	CHON
181	C5H8O	2987-17-9	O=CC1CCC1	None	387	598	kcDL2LBCH8	CHON
182	C5H8O	497-03-0	C/C=C(/C=O)\C	None	389	583	kc70ZHBLF7	CHON
183	C4H10O2	2163-42-0	OCC(CO)C	None	487	708	kcFYAWH677	diol_amide
184	C5H8O	765-43-5	CC(=O)C1CC1	205	384	590	kcDUTCO6S0	CHON
185	C4H10O2	558-43-0	OCC(O)(C)C	None	451	662	kc44TAO7QS	diol_amide
186	C4H11NO	110-73-6	OCCNCC	None	451	671	kc2RL4C2KK	CHON
187	C4H12N2	110-72-5	NCCNCC	None	402	591	kcMH99LWJF	CHON
188	C4H11NO	5856-62-2	CC[C@H](CO)N	None	462	654	kcRXKC9WME	CHON
189	C5H12O	625-44-5	COCC(C)C	None	331	496	kcBF8BZ0KD	CHON
190	C5H12O	1634-04-4	COC(C)(C)C	165	328	497	kc1HEM1XAK	CHON
191	C4H6O2	79-41-4	CC(=C)C(=O)O	288	434	615	kc1MVE7569	CHON
192	C4H11NO	5856-63-3	CC[C@@H](CO)N	None	462	654	kcL9FDKNM7	CHON
193	C5H13N	996-35-0	CN(C(C)C)C	77	339	512	kc3GMXJ6O5	CHON
194	C5H13N	5813-64-9	NCC(C)(C)C	None	356	534	kcS3FHXLQX	CHON
195	C4H10N2	18231-61-3	NC/C=C/CN	None	436	653	kcTNWGTP86	CHON
196	C5H13N	14610-37-8	CNC(C)(C)C	None	346	514	kcAZP4TXK4	CHON
197	C4H10O2	24347-58-8	C[C@H]([C@H](O)C)O	None	452	633	kcWH04MUYT	diol_amide
198	C5H9N	694-05-3	N1CCC=CC1	None	390	607	kcESNUDH6U	CHON
199	C5H13N	616-39-7	CCN(CC)C	77	339	509	kcAWKNPANU	CHON
200	C5H13N	625-43-4	CNCC(C)C	None	355	530	kcWBPG30KW	CHON
201	C5H13N	926-63-6	CCCN(C)C	None	338	507	kcPH3XN2YN	CHON
202	C5H13N	36272-22-7	CC[C@H](CN)C	None	375	560	kcMMKH3AAY	CHON
203	C4H11NO	124-68-5	OCC(N)(C)C	None	437	613	kc05WP44PZ	CHON
204	C4H12N2	811-93-8	NCC(N)(C)C	256	403	621	kcBTM9RX90	CHON
205	C4H12N2	6291-84-5	CNCCCN	None	412	606	kcABDHBVZO	CHON
206	C5H12O	1517-66-4	C[C@@H](C(C)C)O	None	389	552	kcJRXGSXYW	CHON
207	C4H12N2	108-00-9	NCCN(C)C	None	377	561	kcE602W2D1	CHON
208	C4H11NO	108-01-0	OCCN(C)C	208	407	578	kcH65GJTDE	CHON
209	C5H10O	22418-49-1	COCC(=C)C	160	339	514	kcX1X7GV4V	CHON
210	C5H10O	2746-14-7	OCC1(C)CC1	258	398	587	kcBMKMQY6W	CHON
211	C5H11N	2155-94-4	C=CCN(C)C	None	335	507	kcDV8KY8XB	CHON
212	C4H8O2	38433-80-6	CC(C=O)CO	None	435	609	kcTY2GYGEI	CHON
213	C6H6O	108-95-2	Oc1ccccc1	314	455	694	kcO0002MRL	CHON
214	C6H13N	111-49-9	C1CCCCNC1	None	410	631	kcW5H5Y76Y	CHON
215	C6H12O	592-90-5	C1CCCCOC1	None	392	605	kcI3CS9HOL	CHON
216	C6H7N	62-53-3	Nc1ccccc1	267	457	703	kcFHFG9R11	CHON
217	C6H12O	66-25-1	CCCCCC=O	215	402	592	kcG7OI4OXC	CHON
218	C5H10O2	2081-44-9	OC1CCOCC1	None	444	645	kcBCLG4VYF	CHON
219	C6H14O	623-37-0	CCCC(CC)O	None	409	582	kcMM5QAW5I	CHON
220	C5H8O2	29943-42-8	O=C1CCOCC1	None	431	659	kcZF9B23B4	CHON
221	C6H14O	111-27-3	CCCCCCO	227	431	610	kcXGROCYJ2	CHON
222	C6H14O	626-93-7	CCCCC(O)C	None	414	586	kcXMU1A3EI	CHON
223	C5H8O2	111-30-8	O=CCCCC=O	None	469	621	kc41D2FR85	CHON
224	C6H12O	589-38-8	CCCC(=O)CC	218	397	583	kcIGJFH26M	CHON
225	C6H12O	591-78-6	CCCCC(=O)C	218	401	587	kcHDWK52WY	CHON
226	C6H12O	108-93-0	OC1CCCCC1	299	434	647	kc9UIJPWDT	CHON
227	C5H10O2	592-84-7	CCCCOC=O	183	379	574	kcMFPOO9VS	CHON
228	C6H10O	108-94-1	O=C1CCCCC1	245	429	665	kcKW37EUTJ	CHON
229	C6H12O	4798-58-7	CC=CC(CC)O	None	408	572	kcWW7MCRYG	CHON
230	C6H12O	821-41-0	OCCCCC=C	None	431	612	kcN24CV4YJ	CHON
231	C6H15N	111-26-2	CCCCCCN	252	405	592	kc6YRZ19HF	CHON
232	C6H12O	928-95-0	CCCC=CCO	None	434	611	kcB8W05HA0	CHON
233	C5H10O2	505-65-7	C1CCCOCO1	None	390	608	kc31164KA6	CHON
234	C6H12O	4798-44-1	CCCC(C=C)O	None	408	596	kc3PTJ5N0P	CHON
235	C6H12O	626-94-8	C=CCCC(O)C	None	412	604	kcMWQYO1UD	CHON
236	C6H15N	16751-58-9	CCCC(CC)N	None	389	569	kcSYR59TVG	CHON
237	C6H15N	5329-79-3	CCCCC(N)C	None	389	566	kcM5VL56RF	CHON
238	C6H10O	1629-60-3	CCCC(=O)C=C	None	401	593	kc88B4T1LS	CHON
239	C5H12N2	505-66-8	C1CNCCNC1	None	433	647	kcDP3YPFUJ	CHON
240	C6H10O	2497-21-4	CC=CC(=O)CC	None	412	608	kcD8R363ZX	CHON
241	C5H10O2	109-52-4	CCCCC(=O)O	240	459	640	kcL2VLH8BI	CHON
242	C6H10O	109-49-9	C=CCCC(=O)C	None	402	593	kcYHME3UST	CHON
243	C5H10O2	109-60-4	CCCOC(=O)C	180	374	550	kc9OQ7B9C6	CHON
244	C6H14O	26549-24-6	CCCC[C@H](O)C	None	410	585	kc4N5DTK0R	CHON
245	C6H14O	2679-87-0	CCOC(CC)C	None	354	521	kc0JVFBU13	CHON
246	C6H12O	97-96-1	CCC(C=O)CC	None	390	590	kcBZUZUWFC	CHON
247	C6H14O	628-81-9	CCCCOCC	None	363	531	kcEWXA963K	CHON
248	C6H10O	6728-26-3	CCC/C=C/C=O	None	420	625	kcA9P8XQBH	CHON
249	C5H10O2	623-42-7	CCCC(=O)OC	190	375	554	kcYZ0S39C4	CHON
250	C5H12O2	5343-92-0	CCCC(CO)O	None	482	676	kcWBEA5JLP	diol_amide
251	C6H12O	15877-57-3	CC(CC)CC=O	None	395	583	kcH3JUUL0N	CHON
252	C6H14O	628-80-8	CCCCCOC	None	372	546	kc6P9Y2XPD	CHON
253	C6H13N	7380-76-9	C=CCCC(N)C	None	387	570	kc0I104HS3	CHON
254	C5H12O2	42027-23-6	CCC(C(O)C)O	None	478	653	kc7EZ1M4AD	diol_amide
255	C5H12O2	625-69-4	CC(CC(O)C)O	318	473	703	kc8PT5IM1M	diol_amide
256	C6H12O	1119-16-0	O=CCCC(C)C	None	394	582	kcDGA3BWG7	CHON
257	C6H14O	6795-88-6	CCCC(OC)C	None	365	537	kcTQFI0XJE	CHON
258	C5H12O2	3174-67-2	OCCC(CC)O	None	493	684	kcWY7DOBJE	diol_amide
259	C5H10O2	105-37-3	CCOC(=O)CC	200	372	547	kcR948T0VG	CHON
260	C6H12O	123-15-9	CC(C=O)CCC	None	391	578	kcRYUBR73X	CHON
261	C6H14O	111-43-3	CCCOCCC	150	363	531	kcIVOZ8KQJ	CHON
262	C4H8O3	627-03-2	CCOCC(=O)O	None	481	666	kcEGZCE1JZ	CHON
263	C6H15N	70492-67-0	CCCC[C@@H](N)C	None	390	567	kc5DB495MI	CHON
264	C6H10O	19780-25-7	CCC(=CC)C=O	None	399	590	kcDUVZZG1I	CHON
265	C4H10O3	149-73-5	COC(OC)OC	None	373	552	kc646RN2QO	CHON
266	C5H8O2	591-80-0	C=CCCC(=O)O	None	456	650	kcSJHYTYSR	CHON
267	C6H15N	70095-40-8	CCCC[C@H](N)C	None	390	567	kc0X4ZR41H	CHON
268	C5H8O2	600-14-6	CCC(=O)C(=O)C	221	383	None	kcZROBOICU	CHON
269	C5H10O2	4221-03-8	OCCCCC=O	None	466	675	kcSLEWKZ95	CHON
270	C6H14O	97-95-0	CCC(CO)CC	None	420	599	kc7QQZ090C	CHON
271	C5H13NO	2508-29-4	NCCCCCO	None	483	665	kcXRELN1TB	CHON
272	C5H10O2	589-40-2	CC(OC=O)CC	None	367	634	kcF29VYCDN	CHON
273	C6H13N	626-58-4	CC1CCNCC1	None	399	610	kc1V0TUPGN	CHON
274	C6H13N	626-56-2	CC1CCCNC1	246	399	609	kcXTTNZE3G	CHON
275	C6H13N	109-05-7	CC1CCCCN1	269	391	598	kcUZM890CV	CHON
276	C6H13N	626-67-5	CN1CCCCC1	None	381	590	kcDNQLJXZJ	CHON
277	C6H10O	822-66-2	OC1CCC=CC1	None	442	652	kc4UGM86KG	CHON
278	C6H10O	822-67-3	OC1CCCC=C1	None	449	663	kcC08Y2LG7	CHON
279	C5H14N2	589-37-7	NCCC(CC)N	None	434	622	kcJN7N7KZ4	CHON
280	C5H11NO	109-02-4	CN1CCOCC1	None	389	639	kcIAN8CRVH	CHON
281	C6H12O	928-96-1	OCC/C=C\CC	None	430	608	kcEBNVOQ5W	CHON
282	C5H10O2	762-75-4	O=COC(C)(C)C	None	356	552	kcGLQ3GOCS	CHON
283	C5H12N2	109-07-9	CC1CNCCN1	None	420	675	kc9QPCXD55	CHON
284	C6H10O	36838-71-8	C=C1CCOCC1	None	391	598	kcCGRLVAND	CHON
285	C5H12N2	109-01-3	CN1CCNCC1	None	408	611	kc5O9911W7	CHON
286	C6H10O	924-41-4	C=CCC(C=C)O	None	412	609	kcP9BXORLL	CHON
287	C6H10O	111-28-4	CC=CC=CCO	302	438	633	kcV0BTORDS	CHON
288	C6H12O	928-97-2	OCC/C=C/CC	None	426	604	kc9DAR5FS4	CHON
289	C6H8O	4096-34-8	O=C1CCC=CC1	None	427	669	kcIMVIKB87	CHON
290	C5H14N2	462-94-2	NCCCCCN	285	453	655	kcYIY9ETQL	CHON
291	C5H12O2	2807-30-9	CCCOCCO	None	423	615	kcV98Z5G5Z	CHON
292	C5H12O2	1569-02-4	CCOCC(O)C	None	404	589	kcTPXNO88O	CHON
293	C5H10O2	108-21-4	CC(OC(=O)C)C	200	362	531	kcAJ0TQTGW	CHON
294	C5H8O2	18707-60-3	CC=CC(=O)OC	None	391	582	kcZJ6SYQSS	CHON
295	C5H8O2	140-88-5	CCOC(=O)C=C	202	373	552	kc0BQI72GH	CHON
296	C6H12O	2987-16-8	O=CCC(C)(C)C	None	379	579	kcLR73RCFY	CHON
297	C6H14O	626-89-1	OCCCC(C)C	None	425	603	kc2Q3DJDKG	CHON
298	C6H14O	105-30-6	CCCC(CO)C	None	421	604	kcCI5HXITH	CHON
299	C6H14O	108-11-2	CC(CC(O)C)C	None	404	574	kcZ1TEOCGF	CHON
300	C6H14O	565-67-3	CCC(C(C)C)O	None	401	576	kc41OWFH1L	CHON
301	C6H14O	590-36-3	CCCC(O)(C)C	None	394	559	kcCY06B3ZC	CHON
302	C6H10O	1777-33-9	O=CCC(C=C)C	None	391	586	kcDX6T1GXC	CHON
303	C6H10O	3973-43-1	O=CCCC(=C)C	None	391	586	kcFAPM15X5	CHON
304	C6H8O	930-68-7	O=C1CCCC=C1	None	445	693	kc41QJFM3X	CHON
305	C5H12O2	111-35-3	OCCCOCC	None	434	620	kc4QCG0VCS	CHON
306	C5H12O2	2517-43-3	CC(OC)CCO	None	433	620	kc7H8E330E	CHON
307	C6H12O	2109-98-0	O=CC(C(C)C)C	None	386	582	kcPITO36IM	CHON
308	C6H10O	623-36-9	CC(=CCC)C=O	None	409	600	kc46YR5Q17	CHON
